735	修	修
736	臉	脸
737	性	性
738	碼	码
739	歲	岁
740	男	男
741	靈	灵
742	董	董
743	卓	卓
744	京	京
745	傑	杰
746	雄	雄
747	志	志
748	隆	隆
749	匡	匡
750	扶	扶
751	鼎	鼎
752	姜	姜
753	維	维
754	菜	菜
755	劇	剧
756	玩	玩
757	載	载
758	誤	误
759	斷	断
760	夜	夜
761	聲	声
762	歌	歌
763	打	打
764	禮	礼
765	酬	酬
766	支	支
767	付	付
768	原	原
769	拿	拿
770	答	答
771	它	它
772	幫	帮
773	雖	虽
774	義	义
775	安	安
776	搶	抢
777	偷	偷
778	搶	抢
779	偷	偷
780	往	往
781	衡	衡
782	希	希
783	積	积
784	量	量
785	慎	慎
786	考	考
787	慮	虑
788	持	持
789	致	致
790	募	募
791	努	努
792	編	编
793	案	案
794	之	之
795	?	?
796	白	白
797	門	门
798	益	益
799	采	采
800	果	果
801	籠	笼
802	直	直
803	轄	辖
804	晚	晚
805	謊	谎
806	忘	忘
807	屈	屈
808	屈	屈
809	冤	冤
810	怨	怨
811	?	?
812	履	履
813	因	因
814	西	西
815	獎	奖
816	賞	赏
817	捨	舍
818	跟	跟
819	患	患
820	展	展
821	順	顺
822	副	副
823	思	思
824	嘉	嘉
825	指	指
826	?	?
827	?	?
828	題	题
829	胸	胸
830	狹	狭
831	窄	窄
832	合	合
833	供	供
834	毫	毫
835	裂	裂
836	毀	毁
837	調整	调整
838	厲	厉
839	座	座
840	老	老
841	豔	艳
842	豔	艳
843	豔	艳
844	言	言
845	否	否
846	永遠	永远
847	?	?
848	論	论
849	殃	殃
850	顧	顾
851	透	透
852	輩	辈
853	探	探
854	稅	税
855	灌	灌
856	濫	滥
857	巧	巧
858	化	化
859	化	化
860	價	价
861	賣	卖
862	米	米
863	買	买
864	排	排
865	列	列
866	規	规
867	積	积
868	秋	秋
869	繁	繁
870	煽	煽
871	妙	妙
872	認	认
873	偏	偏
874	虎	虎
875	底	底
876	?	?
877	?	?
878	?	?
879	?	?
880	競	竞
881	駕	驾
882	區	区
883	吞	吞
884	稍	稍
885	算	算
886	器	器
887	?	?
888	?	?
889	?	?
890	?	?
891	?	?
892	?	?
893	?	?
894	?	?
895	?	?
896	音	音
897	樂	乐
898	畫	画
899	面	面
900	模	模
901	殊	殊
902	孟	孟
903	青	青
904	紅	红
905	紫	紫
906	藍	蓝
907	黑	黑
908	赤	赤
909	兔	兔
910	盧	卢
911	爪	爪
912	飛	飞
913	祁	祁
914	塞	塞
915	界	界
916	橋	桥
917	渡	渡
918	陶	陶
919	丈	丈
920	街	街
921	頭	头
922	學	学
923	汐	汐
924	陰	阴
925	阪	阪
926	夷	夷
927	陵	陵
928	肥	肥
929	洁	洁
930	濡	濡
931	须	须
932	壁	壁
933	牢	牢
934	函	函
935	谷	谷
936	雹	雹
937	泉	泉
938	酒	酒
939	?	?
940	表	表
941	鲁	鲁
942	催	催
943	曹	曹
944	璋	璋
945	瓷	瓷
946	朗	朗
947	瓏	珑
948	融	融
949	騰	腾
950	嚴	严
951	魏	魏
952	西	西
953	殷	殷
954	瓏	珑
955	瓏	珑
956	郭	郭
957	吳	吴
958	伷	伷
959	夏	夏
960	惇	惇
961	羽	羽
962	禁	禁
963	旅	旅
964	胤	胤
965	萌	萌
966	歆	歆
967	贾	贾
968	謙	谦
969	商	商
970	务	务
971	汇	汇
972	峻	峻
973	楷	楷
974	沮	沮
975	授	授
976	赤	赤
977	隠	隠
978	淵	渊
979	思	思
980	尹	尹
981	楙	楙
982	韓	韩
983	桓	桓
984	浩	浩
985	華	华
986	榮	荣
987	屋	屋
988	闕	阙
989	澤	泽
990	簡	简
991	雍	雍
992	翻	翻
993	纪	纪
994	聖	圣
995	赦	赦
996	蔡	蔡
997	欣	欣
998	越	越
999	虞	虞
1000	翻	翻
1001	纪	纪
1002	聖	圣
1003	赦	赦
1004	熙	熙
1005	胡	胡
1006	懿	懿
1007	審	审
1008	勳	勋
1009	寧	宁
1010	幹	干
1011	辛	辛
1012	評	评
1013	車	车
1014	胃	胃
1015	周	周
1016	昕	昕
1017	皇	皇
1018	森	森
1019	前	前
1020	朱	朱
1021	俊	俊
1022	蔣	蒋
1023	渠	渠
1024	尚	尚
1025	弘	弘
1026	焦	焦
1027	触	触
1028	鍾	钟
1029	荀	荀
1030	或	或
1031	淳	淳
1032	瑣	琐
1033	談	谈
1034	些	些
1035	小	小
1036	庶	庶
1037	鄒	邹
1038	靖	靖
1039	宜	宜
1040	薛	薛
1041	蘭	兰
1042	宋	宋
1043	慧	慧
1044	謙	谦
1045	仁	仁
1046	純	纯
1047	豹	豹
1048	田	田
1049	寶	宝
1050	家	家
1051	平	平
1052	臧	臧
1053	景	景
1054	陳	陈
1055	橫	横
1056	宮	宫
1057	矯	矫
1058	珪	珪
1059	震	震
1060	琳	琳
1061	趙	赵
1062	英	英
1063	燕	燕
1064	言	言
1065	節	节
1066	與	与
1067	共	共
1068	濟	济
1069	繡	绣
1070	松	松
1071	範	范
1072	遊	游
1073	楊	杨
1074	單	单
1075	遠	远
1076	閻	阎
1077	閩	闽
1078	程	程
1079	昱	昱
1080	銀	银
1081	盤	盘
1082	紫	紫
1083	雲	云
1084	鄧	邓
1085	杜	杜
1086	潘	潘
1087	林	林
1088	岱	岱
1089	詩	诗
1090	廬	庐
1091	?	?
1092	芳	芳
1093	傳	传
1094	異	异
1095	儁	俊
1096	?	?
1097	?	?
1098	?	?
1099	?	?
1100	?	?
1101	?	?
1102	?	?
1103	?	?
1104	柏	柏
1105	彪	彪
1106	阜	阜
1107	雷	雷
1108	銅	铜
1109	薄	薄
1110	異	异
1111	懷	怀
1112	堪	堪
1113	蓋	盖
1114	五	五
1115	式	式
1116	巴	巴
1117	磐	磐
1118	伊	伊
1119	籍	籍
1120	甫	甫
1121	曄	晔
1122	毌	毌
1123	梁	梁
1124	寬	宽
1125	剛	刚
1126	凌	凌
1127	虞	虞
1128	常	常
1129	治	治
1130	聲	声
1131	昌	昌
1132	宗	宗
1133	瑾	瑾
1134	褚	褚
1135	昌	昌
1136	晃	晃
1137	雀	雀
1138	勇	勇
1139	瞩	瞩
1140	翔	翔
1141	则	则
1142	钦	钦
1143	累	累
1144	敦	敦
1145	拆	拆
1146	统	统
1147	营	营
1148	泗	泗
1149	澳	澳
1150	踪	踪
1151	律	律
1152	丹	丹
1153	南	南
1154	碩	硕
1155	蒙	蒙
1156	拳	拳
1157	峻	峻
1158	睿	睿
1159	坦	坦
1160	慕	慕
1161	鑫	鑫
1162	片	片
1163	值	值
1164	猛	猛
1165	秦	秦
1166	琪	琪
1167	秉	秉
1168	班	班
1169	芝	芝
1170	績	绩
1171	盛	盛
1172	達	达
1173	雄	雄
1174	福	福
1175	辟	辟
1176	謙	谦
1177	茶	茶
1178	典	典
1179	化	化
1180	奇	奇
1181	肅	肃
1182	丁	丁
1183	琬	琬
1184	鴿	鸽
1185	子	子
1186	恭	恭
1187	康	康
1188	曉	晓
1189	笮	笮
1190	迂	迂
1191	翅	翅
1192	嬰	婴
1193	兒	儿
1194	無	无
1195	憂	忧
1196	奕	奕
1197	琮	琮
1198	疇	畴
1199	疑	疑
1200	柔	柔
1201	駱	骆
1202	不	不
1203	开	开
1204	廣	广
1205	繁	繁
1206	牛	牛
1207	晏	晏
1208	馬	马
1209	驄	骢
1210	為	为
1211	遊	游
1212	誤	误
1213	憚	惮
1214	彰	彰
1215	儀	仪
1216	溫	温
1217	鷹	鹰
1218	循	循
1219	洽	洽
1220	耿	耿
1221	悌	悌
1222	申	申
1223	耽	耽
1224	惠	惠
1225	盛	盛
1226	恕	恕
1227	無	无
1228	雙	双
1229	卑	卑
1230	衍	衍
1231	質	质
1232	柳	柳
1233	倫	伦
1234	祚	祚
1235	母	母
1236	丘	丘
1237	儉	俭
1238	恪	恪
1239	凱	凯
1240	寇	寇
1241	振	振
1242	凌	凌
1243	凌	凌
1244	奴	奴
1245	朵	朵
1246	阿	阿
1247	喃	喃
1248	艾	艾
1249	伉	伉
1250	優	优
1251	禪	禅
1252	遵	遵
1253	誕	诞
1254	彥	彦
1255	宇	宇
1256	羊	羊
1257	隻	只
1258	陌	陌
1259	実	実
1260	章	章
1261	岑	岑
1262	昏	昏
1263	堂	堂
1264	皓	皓
1265	沈	沈
1266	淡	淡
1267	征	征
1268	冀	冀
1269	折	折
1270	丝	丝
1271	馥	馥
1272	云	云
1273	香	香
1274	斯	斯
1275	汽	汽
1276	细	细
1277	谭	谭
1278	转	转
1279	钟	钟
1280	茂	茂
1281	羲	羲
1282	昙	昙
1283	稠	稠
1284	鳳	凤
1285	鯨	鲸
1286	吵	吵
1287	儒	儒
1288	康	康
1289	威	威
1290	天	天
1291	舉	举
1292	桀	桀
1293	旬	旬
1294	毋	毋
1295	冀	冀
1296	邕	邕
1297	襄	襄
1298	縣	县
1299	晋	晋
1300	皮	皮
1301	鄭	郑
1302	漢	汉
1303	裔	裔
1304	漢	汉
1305	裔	裔
1306	裔	裔
1307	漢	汉
1308	涼	凉
1309	鄖	郧
1310	州	州
1311	譙	谯
1312	汝	汝
1313	宛	宛
1314	庸	庸
1315	桂	桂
1316	零	零
1317	壽	寿
1318	春	春
1319	郡	郡
1320	稿	稿
1321	底	底
1322	签	签
1323	票	票
1324	弁	弁
1325	梓	梓
1326	潼	潼
1327	檔	档
1328	案	案
1329	?	?
1330	繁	繁
1331	?	?
1332	复	复
1333	个	个
1334	麽	么
